CRITERIA,PAIN_CAT,ICD_VERSION,ICD9_OR_10,ICD_DESC
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42364K,"Nondisplaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42364P,"Nondisplaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42365K,"Nondisplaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42365P,"Nondisplaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42366K,"Nondisplaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42366P,"Nondisplaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42391K,"Other fracture of shaft of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42391P,"Other fracture of shaft of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42392K,"Other fracture of shaft of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42392P,"Other fracture of shaft of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42399K,"Other fracture of shaft of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42399P,"Other fracture of shaft of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42401K,"Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42401P,"Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42402K,"Unspecified fracture of lower end of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42402P,"Unspecified fracture of lower end of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42409K,"Unspecified fracture of lower end of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42409P,"Unspecified fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42411K,"Displaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42411P,"Displaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42412K,"Displaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42412P,"Displaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42413K,"Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42413P,"Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42414K,"Nondisplaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42414P,"Nondisplaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42415K,"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42415P,"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42416K,"Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42416P,"Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42421K,"Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42421P,"Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42422K,"Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42422P,"Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42423K,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42423P,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42424K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42424P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42425K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42425P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42426K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42426P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42431K,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42431P,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42432K,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42432P,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42433K,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42433P,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42434K,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42434P,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42435K,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42435P,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42436K,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42436P,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42441K,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42441P,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42442K,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42442P,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42443K,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42443P,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42444K,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42444P,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42445K,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42445P,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42446K,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42446P,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42447K,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42447P,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42448K,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42448P,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42449K,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42449P,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42451K,"Displaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42451P,"Displaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with malunion"
